Theme Id,Theme Name,Definition,Keywords,Status,Objective Count,Original Statements
,,,,,,40671 | To increase awareness and importance of education among deprived groups | 0.711
,,,,,,40693 | To increase awareness among parents about the importance of education and encourage them to send their children to school regularly through regular Chaupals | 0.8794
,,,,,,40694 | To empower children through education by providing them with necessary documents and enrolling them in school | 0.839
,,,,,,40696 | To improve education in the community by increasing awareness and involvement of parents in their children | 0.8506
,,,,,,40703 | To make parents aware of the importance of education | 0.8887
,,,,,,"40706 | To motivate parents to enroll their children in school at the right age, overcoming the challenge of lack of awareness about education and the right age for enrollment | 0.8022"
,,,,,,28670 | To improve education awareness among community people | 0.6956
,,,,,,40708 | To create awareness about the importance of education and the correct age for enrolment among parents in the community | 0.8146
,,,,,,40709 | To empower parents to stop unfair practices in schools by raising awareness and providing support | 0.7686
,,,,,,40718 | To educate parents about the importance of education and enroll children in school | 0.9095
,,,,,,16460 | To create awareness about health among school children | 0.6571
,,,,,,40724 | To create awareness about education among parents | 0.8375
,,,,,,40725 | To enroll children in school by raising awareness among parents about education | 0.8544
,,,,,,40729 | To ensure all children in the community have access to education by addressing enrollment barriers | 0.7242
,,,,,,9520 | To encourage parents to send their children to school by explaining the benefits of education | 0.8952
,,,,,,40736 | To increase awareness about the importance of education among community members and encourage them to send their children to school regularly | 0.8817
,,,,,,40795 | To improve education by increasing awareness among parents of children | 0.8062
,,,,,,4083 | To increase awareness about the importance of education among the community | 0.8161
,,,,,,40849 | To connect children from deprived communities with mainstream education and raise awareness about its importance | 0.7439
,,,,,,40851 | To solve the problem of children not attending school by raising awareness among parents about the importance of education | 0.7843
,,,,,,40855 | To raise awareness among parents about the importance of education for their children | 0.8667
,,,,,,40862 | To improve education in the community by increasing awareness and support for education among parents and children | 0.8374
,,,,,,40863 | To address the lack of education and information about benefits of various schemes in the community by organizing regular meetings and providing support to children and their families. | 0.7003
,,,,,,40869 | To enroll children in school and emphasize the importance of education | 0.879
,,,,,,40876 | To make parents aware about the education of their children | 0.8907
,,,,,,40878 | To improve parental awareness of education and its importance | 0.8586
,,,,,,40900 | To create awareness among parents about the importance of education and encourage them to send their children to school | 0.8995
,,,,,,18968 | To make parents aware of the importance of education and encourage them to take advantage of government facilities to secure a better future for their children | 0.8395
,,,,,,40924 | To enroll children in school by raising awareness about the importance of education among parents | 0.8735
,,,,,,40936 | To improve education by involving parents in the learning process | 0.7174
,,,,,,16624 | To spread awareness about the importance of education and encourage parents to send their children to school | 0.9061
,,,,,,16630 | To educate schoolchildren about the importance of health and nutrition | 0.7014
,,,,,,40953 | To educate people and spread awareness about the importance of knowledge | 0.6832
,,,,,,16631 | To educate school children about health and its importance | 0.7293
,,,,,,40967 | To enroll children in school and make parents aware of the importance of education | 0.9258
,,,,,,28671 | To increase awareness about education in Golo and encourage parents to educate their children further | 0.7544
,,,,,,41013 | To understand the importance of education and make it a priority in our daily lives | 0.7354
,,,,,,41029 | To educate parents about the importance of education and encourage them to enroll their children in school | 0.9351
,,,,,,41030 | To increase awareness among parents about the importance of education and encourage them to enroll their children in school | 0.8843
,,,,,,41032 | To increase awareness among parents about the importance of education and encourage them to enroll their children in school | 0.8843
,,,,,,28575 | To educate parents about the importance of education and encourage them to support their children | 0.9247
,,,,,,28648 | To get the school rooms painted by involving the children in the decision-making process and finding alternative solutions when the SDMC didn't take responsibility | 0.5713
,,,,,,41097 | To help parents understand the importance of education and get their children admitted to school | 0.9016
,,,,,,41106 | To empower children through education by raising awareness about the importance of education and the benefits of government schemes available in schools | 0.8074
,,,,,,41115 | To educate disadvantaged children and empower them through education | 0.8151
,,,,,,41140 | To make children and parents aware about education | 0.8915
,,,,,,41144 | To spread awareness among children and encourage them to attend school | 0.8478
,,,,,,41145 | To increase enrollment and attendance of children in school by raising awareness about the importance of education among parents and children. | 0.8704
,,,,,,41158 | To encourage Sapna to attend school regularly | 0.5974
,,,,,,41163 | To educate the community about the importance of education and encourage them to educate their children | 0.9108
,,,,,,41202 | To make the community aware of the importance of education and to encourage children to attend school regularly | 0.8976
,,,,,,41212 | To improve education in Bartali by raising awareness about its importance | 0.5989
,,,,,,41242 | To increase awareness about the importance of education and encourage parents to enroll their children in school | 0.928
,,,,,,"28650 | To empower children by encouraging their participation in discussions and decision-making processes, thereby enhancing their educational experience. | 0.7433"
,,,,,,"41254 | To empower education through community support and ensure that every child has access to quality education, regardless of their background or circumstances. | 0.7932"
,,,,,,4026 | To improve education by making parents aware of its importance and the benefits of government schemes | 0.762
,,,,,,28651 | To encourage parents to take responsibility for their children | 0.7389
,,,,,,40525 | To educate the community about the importance of education and encourage children to pursue further studies | 0.8761
,,,,,,40526 | To empower communities through education by raising awareness and promoting determination to stop wrong practices. | 0.701
,,,,,,41300 | To improve the education of children whose fathers are alcoholics by providing them with a supportive environment and resources. | 0.6201
,,,,,,15443 | To educate people on how to save lives in emergency situations | 0.5406
,,,,,,15444 | To educate people on how to save lives when in danger | 0.5761
,,,,,,41344 | To educate teenagers and their families about the importance of education and encourage them to send their children to school | 0.8953
,,,,,,41371 | To raise awareness about the importance of education among parents and girls in the community | 0.8289
,,,,,,41413 | To empower children and eliminate poverty through education | 0.7635
,,,,,,28627 | To encourage a teenager to attend school regularly and complete her education | 0.7625
,,,,,,41444 | To educate children and make families happy | 0.7804
,,,,,,41466 | To educate children and empower them to break the cycle of poverty | 0.7144
,,,,,,41468 | To motivate children to attend school by explaining the importance of education to their parents | 0.8675
,,,,,,41472 | To increase awareness among parents about the importance of education and encourage them to enroll their children in school | 0.8843
,,,,,,41478 | To highlight the importance of education in personal life | 0.6693
,,,,,,41484 | To create awareness among students about the importance of school property and their responsibility towards it | 0.6398
,,,,,,41508 | To educate parents about the importance of education for their children and encourage them to send their children to school | 0.9304
,,,,,,41531 | To enroll Ankush in school by raising awareness among his parents | 0.6358
,,,,,,41542 | To help a family overcome the father's addiction to alcohol | 0.3717
,,,,,,48903 | To convey the importance of education to parents | 0.8453
,,,,,,48920 | To ensure all children in the community have access to education and enroll them in school | 0.8191
,,,,,,48948 | To empower education in the community by raising awareness and encouraging children to pursue their studies | 0.8243
,,,,,,48982 | To educate parents about the importance of education in eradicating poverty | 0.7731
,,,,,,49018 | To educate the community about the importance of education and encourage them to enroll their children in school | 0.9247
,,,,,,16340 | To educate people about the constitution | 0.5616
,,,,,,49058 | To create awareness about education in the community and improve the education of children | 0.8516
,,,,,,"22026 | To improve communication between teachers and parents, and to enhance children's education by involving parents in the learning process | 0.7092"
,,,,,,16536 | To educate parents about the importance of education | 0.9025
,,,,,,28710 | To enhance the educational experience of children by involving parents and prominent educated individuals in the teaching process | 0.6932
,,,,,,8371 | To increase awareness about education and its importance in the community | 0.8439
,,,,,,9309 | To enhance education by informing parents about the importance of technology | 0.7314
,,,,,,4699 | To provide school bags to poor children and encourage them to read | 0.6779
,,,,,,3693 | To involve parents in various aspects of education and school activities | 0.7324
,,,,,,5717 | To educate children and ensure everyone agrees on the importance of education | 0.869
,,,,,,3922 | To encourage children to go to school | 0.8374
,,,,,,3934 | To educate children from poor communities and encourage them to continue their studies beyond class 5 | 0.7797
,,,,,,28956 | To improve education by increasing interest in studies and promoting regular school attendance through community engagement and awareness campaigns. | 0.7395
,,,,,,4113 | To improve education in Kaimur by motivating parents and children to pursue further studies | 0.6319
,,,,,,16512 | To educate children in a deprived society by involving parents and the community | 0.7872
,,,,,,5933 | To empower education in the community by raising awareness and promoting collective action | 0.7096
,,,,,,28741 | To educate children about the Constitution and its importance | 0.6856
,,,,,,6080 | To increase school enrollment by raising awareness among guardians | 0.7114
,,,,,,6511 | To educate everyone about the importance of education | 0.8374
,,,,,,16427 | To explain the importance of education to parents and encourage them to send their children to school | 0.8631
,,,,,,6571 | To encourage parents to support their children | 0.7556
,,,,,,6450 | To provide education to deprived teenagers and empower them through learning | 0.7843
,,,,,,6768 | To encourage poor parents to send their children to school by highlighting the importance of education in overcoming poverty | 0.8077
,,,,,,7606 | To empower education through community efforts and raise awareness about the importance of education | 0.77
,,,,,,6877 | To improve the financial situation of the school by educating parents and reducing tension among people in society | 0.7155
,,,,,,"6898 | To raise awareness about the importance of education among parents and community members, and to encourage them to take an active role in their children's educational journey | 0.8523"
,,,,,,7066 | To help children adopt good habits by educating their parents and the community about the importance of setting a good example | 0.759
,,,,,,28760 | To educate guardians about the importance of education for their children and encourage them to send their children to school | 0.8401
,,,,,,7213 | To educate children and make them progress further | 0.8204
,,,,,,7315 | To promote education and create awareness | 0.8065
,,,,,,7811 | To create awareness about education and its importance among children and their parents | 0.8809
,,,,,,8000 | To educate children of illiterate parents and empower them with knowledge | 0.7457
,,,,,,28970 | To improve children's learning by discussing their education with parents | 0.7311
,,,,,,"16613 | To educate parents about the importance of education and available government schemes, thereby increasing their involvement in their children | 0.8161"
,,,,,,28779 | To educate parents about the importance of education and encourage them to send their children to school regularly | 0.9348
,,,,,,9910 | To educate children despite their parents being in poverty | 0.7857
,,,,,,28985 | To educate parents on the importance of sending children to daycare centers and to provide a nurturing environment for children aged 3-6 | 0.5997
,,,,,,15113 | To educate children and help them overcome poverty | 0.7562
,,,,,,15120 | To encourage Ankush to attend school and understand the importance of education | 0.6815
,,,,,,15127 | To empower disadvantaged children through education and make them aware of government schemes and organizational support that can help them | 0.7707
,,,,,,15178 | To convince parents to educate their children beyond 8th grade | 0.7609
,,,,,,29285 | To educate parents about their role in their children's education | 0.8493
,,,,,,15222 | To create awareness about education and encourage children to attend school regularly | 0.9078
,,,,,,11557 | To empower children through education and make a positive impact in their lives | 0.8426
,,,,,,15228 | To raise awareness about the importance of education in the community | 0.8362
,,,,,,15249 | To increase school attendance and awareness about the importance of education in the community | 0.8228
,,,,,,4016 | To motivate children to pursue education and improve their future prospects | 0.8027
,,,,,,28996 | To educate the community about the importance of education and increase enrollment in schools | 0.8544
,,,,,,12566 | To provide nutritious meals to children by raising awareness | 0.6188
,,,,,,28814 | To educate children and provide them with a better future | 0.8205
,,,,,,12774 | To educate children about the Preamble to the Constitution and its importance | 0.6446
,,,,,,15231 | To educate children and make their future bright | 0.8183
,,,,,,27633 | To encourage people to educate their children | 0.8632
,,,,,,7336 | To raise awareness about the importance of education among parents and community members | 0.8668
,,,,,,28815 | To motivate children to continue their education beyond 10th class by addressing the lack of results and parental skepticism | 0.7231
,,,,,,7793 | To educate children and make their parents aware of the importance of education | 0.9395
,,,,,,15834 | To educate children about the Constitution and its importance | 0.6856
,,,,,,15847 | To raise awareness about the importance of mental health in schools and to advocate for the appointment of counselors or psychologists. | 0.6707
,,,,,,15050 | To motivate children to attend school and continue their education | 0.8207
,,,,,,10182 | To provide extra lessons to children who were not receiving them due to a lack of teachers. | 0.6731
,,,,,,27354 | To empower education by involving parents in the educational process and encouraging them to send their children to school. | 0.8552
,,,,,,4556 | To create awareness about the importance of education in Kannali | 0.6661
,,,,,,4267 | To create awareness about the importance of education among parents and children | 0.8731
,,,,,,15362 | To educate a school dropout teenager and make them understand the importance of education | 0.7833
,,,,,,16447 | To educate the community about children's rights and promote their well-being | 0.7603
,,,,,,28822 | To empower a mother to send her children to school despite economic weakness by providing information on school facilities and community support | 0.7158
,,,,,,15377 | To educate the community about the importance of education and the harmful effects of alcohol | 0.6562
,,,,,,16444 | To inform parents about the importance of education and encourage them to admit their children to school | 0.8868
,,,,,,7338 | To create awareness about the importance of education and encourage children to pursue their studies | 0.8886
,,,,,,8392 | To empower children through education by encouraging them to attend school regularly | 0.8618
,,,,,,28826 | To share knowledge of new developments with government school children and inspire them to make informed choices in their lives and careers | 0.7387
,,,,,,28999 | To increase awareness about the importance of education among the Nat Tola community and encourage children to attend school | 0.7303
,,,,,,15284 | To motivate children to attend school regularly and have a good future | 0.8026
,,,,,,29004 | To educate children and improve their lives through education | 0.8607
,,,,,,15345 | To convince parents to send their children to school | 0.8143
,,,,,,28842 | To increase awareness about the importance of education among parents and children in the community | 0.8753
,,,,,,28846 | To raise awareness about the importance of education and encourage community members to enroll their children in school | 0.8976
,,,,,,"3967 | To ensure every child, regardless of their financial background, receives an education and to encourage parents to support their children’s educational journey. | 0.7369"
,,,,,,3692 | To involve parents in various aspects of education and school activities | 0.7324
,,,,,,28855 | To improve education in the community by creating awareness and involving parents in their children's learning | 0.8492
,,,,,,28856 | To enhance children's education by involving parents and creating educational platforms | 0.7564
,,,,,,15509 | To encourage children to study and remove poverty | 0.7498
,,,,,,14210 | To improve education in underprivileged communities by creating awareness and providing necessary documents for school enrollment | 0.7302
,,,,,,15626 | To introduce children to the Constitution and its importance in their lives | 0.625
,,,,,,15669 | To educate laborers | 0.5151
,,,,,,15705 | To address the lack of mental health specialists in schools by submitting a petition to the government and the Principal Secretary of the School Education and Literacy Department | 0.5303
,,,,,,"15723 | To encourage parents to educate their children, especially girls, and reduce dropout rates due to household work and financial constraints. | 0.7424"
,,,,,,7364 | To promote education and empower individuals to take control of their learning | 0.7136
,,,,,,15769 | To address the lack of mental health specialists in schools by advocating for policy change and community engagement. | 0.5586
,,,,,,28877 | To educate parents about the importance of education for their children | 0.918
,,,,,,16031 | To increase parent participation in education by organizing parent meetings and creating awareness about the importance of education | 0.7817
,,,,,,16091 | To raise awareness about children's rights | 0.6967
,,,,,,15047 | To educate parents about the importance of education and encourage them to send their children to school | 0.9369
,,,,,,17932 | To create awareness about the importance of education and its impact on poverty and unemployment | 0.7527
,,,,,,16263 | To support his daughter | 0.4082
,,,,,,18026 | To make children aware about the importance of education | 0.8915
,,,,,,4098 | To create awareness about education in the community by celebrating Grandparents | 0.7555
,,,,,,29266 | To educate parents about the importance of education and encourage them to support their children | 0.9247
,,,,,,17281 | To improve education by stopping teachers from talking among themselves | 0.5946
,,,,,,13742 | To provide information to children about health and discipline | 0.5831
,,,,,,29276 | To raise awareness about education and encourage parents to enroll their children in school | 0.9302
,,,,,,19512 | To create awareness among parents about the importance of education and provide a conducive environment for children to learn | 0.8436
,,,,,,28911 | To improve education by involving parents in their children | 0.8218
,,,,,,28912 | To improve education by encouraging parents to pay attention to their children | 0.8216
,,,,,,14898 | To provide necessary help to first generation learners at school | 0.6946
,,,,,,15464 | To educate the community about government facilities and encourage them to send their children to school | 0.79
,,,,,,17445 | To educate children from poor families and encourage their parents to support education | 0.8566
,,,,,,28922 | To improve education awareness in the community | 0.7644
,,,,,,15756 | To increase awareness about the importance of education and encourage parents to enroll their children in school | 0.928
,,,,,,"15764 | To address the lack of mental health specialists in schools, we aimed to raise awareness and petition for change. | 0.4777"
,,,,,,16204 | To increase awareness among parents about the importance of education for their children | 0.8623
,,,,,,17593 | To educate children and make them aware of the importance of education | 0.9264
,,,,,,4230 | To educate the community on online learning by creating a plan and hosting an event | 0.5009
,,,,,,"5009 | To address the financial burden on families and lack of awareness about education, and to motivate parents and children to prioritize education. | 0.8129"
,,,,,,"15101 | The objective of this micro-improvement is to provide a stable and supportive environment for the children to pursue their education, by addressing the issue of alcoholism and ensuring the family's well-being. | 0.5766"
,,,,,,19955 | To improve education in the community by advising parents to send their children to school on time and not overburden them with work | 0.8055
,,,,,,28487 | To educate children and break superstition in the community | 0.6
,,,,,,28451 | To educate children and bring prosperity to their families | 0.7811
,,,,,,28457 | To create awareness among mothers about the importance of education for their children | 0.783
,,,,,,29261 | To create awareness among people and get children who are not going to school enrolled in school | 0.8222
,,,,,,29308 | To create awareness among the community about the importance of education and provide a platform for children to learn and grow | 0.8098
,,,,,,29296 | To increase school attendance and provide education to all children in the community | 0.8069
,,,,,,29394 | To raise awareness about the importance of education among parents in the community | 0.8537
,,,,,,29377 | To educate parents about the importance of education for their children | 0.918
,,,,,,29384 | To improve school retention by organizing an awareness rally and encouraging parents to enroll their children | 0.7273
,,,,,,"29391 | To improve education by addressing the challenges faced by students due to family issues, such as a father's alcoholism | 0.6246"
,,,,,,40507 | To promote holistic education and personal development in children by sensitizing the community and providing alternative pursuits. | 0.7517
,,,,,,35932 | To create awareness about the importance of education for all children | 0.8794
,,,,,,31802 | To educate parents about the importance of education and encourage them to send their children to school | 0.9369
,,,,,,35153 | To educate parents about the importance of education for their children | 0.918
,,,,,,39281 | To increase registration in government schools by creating awareness about education among parents | 0.7548
,,,,,,31058 | To educate children and help them progress in life | 0.7979
,,,,,,40480 | To educate children and encourage them to attend school | 0.9025
,,,,,,29533 | To create awareness about the importance of education in the community | 0.8163
,,,,,,40501 | To create awareness about education in the community | 0.7972
,,,,,,40271 | To educate parents about the importance of education and encourage them to enroll their children in school | 0.9351
,,,,,,40428 | To motivate people to send their children to school | 0.8248
4886a358-eef1-496f-8218-80a076f1e9b1,Community-Driven Educational Access and Quality Improvement,"This theme encompasses initiatives focused on enhancing educational opportunities and outcomes within communities, particularly in underserved or rural areas. It highlights the critical role of community engagement, addressing systemic barriers such as distance and resource scarcity, and fostering local ownership to improve both access to and the quality of education for children and youth.","educational access,quality of education,community engagement,rural education,tribal education,educational awareness,overcoming barriers,youth empowerment",Draft,206,47 | To improve education and awareness in tribal communities | 0.7076
,,,,,,28654 | To increase access to education for children in Ahiyapur village by addressing the issue of distance from school | 0.7861
,,,,,,"28507 | To address the issue of the school being far away from the village, the community came together to find a solution | 0.6063"
,,,,,,14927 | To improve the overall quality of education in GHS Padumpukhuri | 0.652
,,,,,,"28518 | To increase awareness about education among villagers, especially children, and encourage them to attend school | 0.8336"
,,,,,,28520 | To improve education in Rauna village by increasing awareness and involvement of parents and community members | 0.7767
,,,,,,28656 | To educate village children and make them literate | 0.7269
,,,,,,2484 | To provide access to education for children and youth in Imdapur village | 0.7667
,,,,,,"2544 | To improve the quality of education in villages by addressing the lack of teaching staff, transport, and poor facilities | 0.7878"
,,,,,,"2541 | To improve education in villages by addressing travelling problems, lack of support from parents, and financial difficulties | 0.7902"
,,,,,,"2924 | To improve education and awareness in Imdapur village by providing access to books, science labs, and toys, and to empower the youth to take charge of their own development | 0.7478"
,,,,,,2958 | To interact with villagers and understand their needs | 0.5596
,,,,,,2486 | To understand the challenges and difficulties faced by villagers in pursuing education and to empower them to take responsibility for education development in their village | 0.7688
,,,,,,2963 | To improve access to education for the youth and children in Sangaipalle village by providing guidance and support | 0.8218
,,,,,,"2966 | To address the challenges faced by the villagers, particularly in education and transportation, and to find solutions to improve the overall well-being of the community | 0.6551"
,,,,,,28539 | To improve education in the village by encouraging parents to take an interest in their children | 0.8028
,,,,,,3363 | To provide a suitable learning environment for children in Hiriya village by addressing the issue of insufficient seating and lack of land for a school building | 0.7158
,,,,,,3159 | To understand the challenges faced by villages in accessing education | 0.7392
,,,,,,"28682 | To improve education in Keshpipost Dobhi by increasing school enrollment and attendance, especially for children from poor financial backgrounds. | 0.6979"
,,,,,,28556 | To improve education in Shambhunathpur by motivating parents to send their children to school | 0.7949
,,,,,,28683 | To ensure children in the village attend school regularly despite household chores and labor work | 0.7003
,,,,,,40587 | To increase awareness about the importance of education among parents and children in Vishwambhar Pur | 0.7688
,,,,,,40609 | To improve education in Madhopur village by enrolling children in Kasturba Vidyalaya | 0.7521
,,,,,,40618 | To improve education in the Manjhi community by convincing parents to send their children to school | 0.7686
,,,,,,40657 | To spread awareness about the importance of education in villages and encourage community members to educate their children | 0.8412
,,,,,,16571 | To improve education in village e by solving challenge e | 0.6861
,,,,,,5116 | To build a school in Parsauni village to provide education to the children | 0.7321
,,,,,,28569 | To educate children in the village | 0.793
,,,,,,"40720 | To create awareness about culture and human values among villagers, especially children, and to promote their importance in shaping future citizens. | 0.6172"
,,,,,,40809 | To provide education to children in Hirehalli village who lack access to it | 0.7917
,,,,,,40766 | To increase enrollment and interest in education among children in Parashurampur | 0.6827
,,,,,,40771 | To ensure no girl child remains out of school by regularly contacting the village community and the school | 0.672
,,,,,,16443 | To improve education in Kaareadlu Ponnampete Kodagu by making parents aware of its importance | 0.798
,,,,,,40793 | To provide education to children in the village and empower the community | 0.8216
,,,,,,6400 | To improve education in Graam Champi by addressing unemployment and lack of awareness | 0.6268
,,,,,,40918 | To increase enrollment and awareness about education in the Majhi family | 0.7403
,,,,,,40928 | To raise awareness about education among parents in Rojai village and motivate them to enroll their children in school | 0.8568
,,,,,,29374 | To improve education in Bartali Kala village by increasing awareness and facilitating access to government facilities | 0.7593
,,,,,,40937 | To create awareness among villagers about the benefits of government schools and encourage them to enroll their children. | 0.7431
,,,,,,40945 | To educate the children of the village and make them aware of the importance of education | 0.8473
,,,,,,40989 | To improve education in Aurwa Tilha Dharampur Kishunpur by increasing enrollment and attendance | 0.7301
,,,,,,40991 | To increase the number of children from the Mahadalit community attending school in Patal Bigha village | 0.7391
,,,,,,40993 | To spread awareness about education and its importance among parents in Darihat village | 0.8076
,,,,,,41002 | To educate the people of the Mahadalit community about the importance of education | 0.7398
,,,,,,41014 | To improve education in Keshpiprakhand by motivating children to attend school and explaining the importance of education to parents | 0.7411
,,,,,,4373 | To increase school enrollment in Tumkere Village by addressing the reasons for low enrollment | 0.6706
,,,,,,41046 | To improve education in Darihat village by increasing awareness among parents and children about the importance of education | 0.8466
,,,,,,41047 | To improve education in Fakhrawad village by increasing awareness among parents and community members about the importance of education | 0.8344
,,,,,,28576 | To increase school enrollment in the village | 0.7575
,,,,,,41065 | To improve education in Beni Nagar village by spreading awareness and encouraging children to attend school | 0.8189
,,,,,,41091 | To enroll children in school and promote education in the village | 0.8726
,,,,,,"41094 | To improve education in Sirsa by taking support from the youth, teachers, and the headmaster | 0.6725"
,,,,,,41100 | To improve education in Barkurwa village by enrolling children in school and raising awareness about the importance of education | 0.8739
,,,,,,41102 | To increase awareness about the importance of education among parents and children in Ankanathapur | 0.7728
,,,,,,41110 | To improve education in Kariyadpur by increasing awareness among parents about its importance | 0.7588
,,,,,,41117 | To improve education in Kariyadpur by increasing awareness among parents about the importance of education | 0.7812
,,,,,,41118 | To educate village children and bring them to school | 0.7989
,,,,,,41130 | To raise awareness about the importance of education among parents in Kariyadpur village and encourage them to enroll their children in school | 0.8438
,,,,,,41151 | To improve education in Keshapi by enrolling children in school and encouraging parents to send them to school every day | 0.7643
,,,,,,41155 | To improve education in Bawrai village by increasing awareness among children and encouraging parents to support their children | 0.8371
,,,,,,5335 | To improve education in Sawari Gaanv | 0.6637
,,,,,,41203 | To increase school enrollment and attendance in Majhauliya village by raising awareness among parents and community members about the importance of education. | 0.8499
,,,,,,41205 | To increase awareness about the importance of education among parents in Sakra village and encourage them to enroll their children in school | 0.8635
,,,,,,41252 | To raise awareness about the importance of education among parents and children in Nerale Hoddy Graama | 0.7488
,,,,,,28582 | To improve education in the village by encouraging children to attend school | 0.8908
,,,,,,41271 | To empower education in Rohtas by promoting government schools and increasing awareness about their benefits | 0.6878
,,,,,,40514 | To improve school attendance and teacher accountability in Village Parasia | 0.7148
,,,,,,28584 | To improve education in Pataal Bigaha Tolla by increasing awareness about the importance of education and providing access to remedial schools | 0.7575
,,,,,,"40523 | To increase school attendance and enrollment in Satiyad Village, Daranagar Panchayat, Nohta Block, Rohtas District | 0.7627"
,,,,,,40532 | To improve education in Dehariya village by spreading awareness about its importance and providing government facilities | 0.7809
,,,,,,40547 | To improve education in Rohtas by organizing an education meeting and urging parents to send their children to school | 0.7721
,,,,,,40548 | To increase enrollment of Mahadalit children in schools by raising awareness among parents and providing support for admission | 0.7455
,,,,,,40554 | To create awareness among children about the special village council | 0.6332
,,,,,,41317 | To improve the education system in Nooralakuppe by ensuring teachers arrive on time and deliver lessons effectively | 0.7025
,,,,,,41349 | To improve the education of boys in Saraiya Gaanv by increasing guardianship and community involvement | 0.7398
,,,,,,15500 | To improve education in the village | 0.8687
,,,,,,41463 | To increase the number of children attending school in Dhangar Tola of Sikta village | 0.7997
,,,,,,41516 | To improve education in Nawada village by motivating parents to enroll their children in school | 0.8537
,,,,,,41524 | To raise awareness about education among people in the village | 0.8272
,,,,,,41535 | To improve education in Lohra village by increasing awareness and providing support to parents and children | 0.8368
,,,,,,41540 | To improve education in the village | 0.8687
,,,,,,41543 | To improve the education of children in Parsia village by addressing the hindrance caused by domestic programs and ensuring they can focus on their studies. | 0.7707
,,,,,,41547 | To improve education in Senuyariya Gaanv by increasing school attendance | 0.757
,,,,,,48926 | To improve the teaching skills of Deepak Sir and ensure he takes proper care of the children | 0.6026
,,,,,,48954 | To increase awareness about the importance of education among the people of Bankatwa village | 0.7815
,,,,,,48969 | To increase awareness about the importance of education among parents in Senuyariya village and encourage them to enroll their children in school | 0.8646
,,,,,,48981 | To improve education for Mahadalit children | 0.7648
,,,,,,"49002 | To create awareness about education and motivate parents to send their children to school, thereby improving the overall education system in the village | 0.8844"
,,,,,,7758 | To improve education and health in the village by reducing unemployment and focusing on education and health | 0.7177
,,,,,,4546 | To improve education in Halebudanuru village by addressing the issue of children not being interested in studies due to poverty | 0.7641
,,,,,,5007 | To improve education in Hosabudanooru village by providing resources and encouraging parental involvement | 0.8006
,,,,,,4255 | To improve the education system in Bariyarpur Vidyalaya by organizing activities and programs despite the negative attitude of the headmaster | 0.6255
,,,,,,7349 | To improve education in Mejarganj village by organizing community meetings and involving parents | 0.7768
,,,,,,4620 | To improve the education system in Bellundagere village by providing a proper reading corner for children and addressing family financial problems | 0.7499
,,,,,,8354 | To improve adolescent education in the village by making teachers and community members aware of its importance | 0.7932
,,,,,,"4386 | To improve school infrastructure and increase enrollment in Vanaganahalli Village by addressing the challenges of low attendance, poor maintenance of toilets, and insufficient teachers | 0.7473"
,,,,,,4388 | To improve children's strength in Kannali Village | 0.6874
,,,,,,18959 | To improve the trend of education in Veerata Ola Majhariya by organizing meetings and explaining the importance of education to the people | 0.7444
,,,,,,28725 | To improve education in Kalyanpur by discussing its importance with community members and encouraging children to learn | 0.7921
,,,,,,5488 | To improve the quality of education in Gulariya village by encouraging parents to participate in school meetings and ensuring teachers teach well. | 0.814
,,,,,,5587 | To improve education in Halebudanooru village by increasing enrollment and reducing dropouts | 0.7121
,,,,,,7496 | To educate villagers about the importance of education | 0.8072
,,,,,,"29221 | To address the issue of children being deprived of education due to parental negligence in Note Tola, Manihari village, by raising awareness and providing access to education | 0.7678"
,,,,,,28968 | To improve education in Dhangad Tolla by enrolling children in school and making parents aware of their responsibilities | 0.7873
,,,,,,9296 | To improve education in Rohta by increasing awareness and support for education among parents and villagers | 0.8439
,,,,,,29414 | To improve school attendance in Saraiya by organizing awareness campaigns and rallies | 0.6689
,,,,,,9061 | To improve education in Bariyarpur by spreading awareness about its importance | 0.7122
,,,,,,"29229 | To increase awareness about the importance of education among children and the community in Saraya village, and to motivate parents to send their children to school every day. | 0.8328"
,,,,,,10364 | To improve education in Khudi Bakhari by addressing teacher shortage | 0.6839
,,,,,,28787 | To increase school attendance among children in Gadhpur village by educating parents about the importance of education | 0.8151
,,,,,,4121 | To improve education in Rohua Village by addressing the deficit in education due to extreme poverty | 0.7078
,,,,,,29208 | To improve education in Sherghati Tolla Mahuaataad by encouraging children to attend school | 0.7898
,,,,,,15142 | To increase school attendance among girls in Khudi Bakhari by addressing the issue of school distance and engaging with parents and the community | 0.7284
,,,,,,15197 | To ensure every child in Nadra Mahaadalit Tolla Pahad Tarr attends school | 0.6945
,,,,,,28804 | To improve education in Badee Chaapi by increasing attendance and providing support to teenagers and their parents | 0.757
,,,,,,28992 | To improve school attendance in Bakhanora village by engaging with the community and encouraging parents to send their children to school | 0.8518
,,,,,,15490 | To improve education in Adhamban village by encouraging children to attend school and providing them with necessary facilities | 0.8486
,,,,,,"15114 | To address the issue of children leaving school after Chhath due to distance and lack of schools in their village, and to promote education among women and children. | 0.7368"
,,,,,,15119 | To increase school attendance and promote education in the village by addressing financial scarcity and motivating parents to send their children to school regularly. | 0.8198
,,,,,,15122 | To educate Preeti and other children in the village about the importance of education | 0.857
,,,,,,7586 | To create awareness about the importance of education among parents in Kharwa village | 0.8228
,,,,,,8988 | To create awareness about the importance of education among children and parents in Shivhar | 0.7867
